years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted,Candidate Score,Candidate Rank,Fit Level,Prediction
14,66.5,0,7,757,306,Shortlisted,98.5,4.0,High Fit,Shortlisted
8,61.9,0,14,562,327,Shortlisted,98.5,4.0,High Fit,Shortlisted
3,67.1,2,5,624,55,Rejected,5.5,190.0,Low Fit,Rejected
7,61.6,2,11,423,466,Shortlisted,95.5,10.0,High Fit,Shortlisted
14,84.3,2,14,524,609,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,100.0,3,13,536,344,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,50.6,2,7,578,352,Shortlisted,78.5,44.0,Medium Fit,Shortlisted
13,100.0,0,17,683,620,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,86.6,0,13,683,416,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,64.6,3,16,713,454,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,83.4,2,6,626,244,Shortlisted,90.5,20.0,High Fit,Shortlisted
1,60.1,0,3,452,42,Rejected,0.0,201.0,,Rejected
15,100.0,2,14,704,586,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,74.9,3,10,323,193,Shortlisted,87.0,27.0,High Fit,Shortlisted
3,70.2,2,12,370,367,Shortlisted,97.5,6.0,High Fit,Shortlisted
11,74.9,0,9,796,339,Shortlisted,97.0,7.0,High Fit,Shortlisted
15,100.0,3,13,881,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,89.1,3,14,686,467,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,38.5,0,4,337,0,Rejected,0.0,201.0,,Rejected
7,46.8,2,7,405,232,Rejected,18.0,165.0,Low Fit,Rejected
9,60.7,2,9,681,254,Shortlisted,93.5,14.0,High Fit,Shortlisted
15,95.0,1,15,864,538,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,67.8,2,14,675,443,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,59.9,0,9,660,267,Shortlisted,93.5,14.0,High Fit,Shortlisted
10,74.7,2,11,572,320,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,87.4,3,16,491,352,Shortlisted,99.0,3.0,High Fit,Shortlisted
0,67.0,0,7,313,170,Rejected,0.5,200.0,Low Fit,Rejected
13,85.9,0,7,874,373,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,80.0,3,21,813,630,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,83.1,3,15,761,458,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,73.0,1,9,468,346,Shortlisted,98.5,4.0,High Fit,Shortlisted
8,67.6,3,14,656,298,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,61.3,1,8,559,258,Rejected,7.5,186.0,Low Fit,Rejected
11,65.3,0,13,598,498,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,90.7,2,16,900,559,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,86.4,2,10,772,408,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,78.0,2,11,194,176,Rejected,19.0,163.0,Low Fit,Rejected
0,56.9,1,7,304,4,Rejected,0.0,201.0,,Rejected
15,90.9,0,12,830,476,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,66.5,3,9,671,192,Shortlisted,95.0,11.0,High Fit,Shortlisted
5,62.3,1,9,583,285,Shortlisted,76.5,48.0,Medium Fit,Shortlisted
7,51.7,1,4,710,147,Rejected,5.0,191.0,Low Fit,Rejected
7,49.7,2,10,615,297,Shortlisted,96.0,9.0,High Fit,Shortlisted
14,85.3,2,20,869,675,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,69.9,0,9,589,436,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,92.7,0,13,704,614,Shortlisted,100.0,1.0,High Fit,Shortlisted
7,60.8,2,5,246,178,Rejected,19.0,163.0,Low Fit,Rejected
9,100.0,3,14,502,519,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,73.8,1,13,545,413,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,72.2,2,11,606,272,Shortlisted,96.5,8.0,High Fit,Shortlisted
6,61.0,0,11,637,211,Shortlisted,84.5,32.0,High Fit,Shortlisted
9,90.9,2,6,456,249,Shortlisted,96.5,8.0,High Fit,Shortlisted
3,60.3,0,5,262,193,Rejected,1.5,198.0,Low Fit,Rejected
8,62.6,2,14,465,446,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,52.0,0,6,595,288,Shortlisted,93.5,14.0,High Fit,Shortlisted
1,68.1,0,5,605,178,Rejected,1.5,198.0,Low Fit,Rejected
10,91.0,2,12,334,370,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,78.6,0,8,500,283,Shortlisted,98.0,5.0,High Fit,Shortlisted
9,76.0,2,9,570,301,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,56.7,0,6,500,234,Rejected,1.0,199.0,Low Fit,Rejected
13,95.2,0,17,678,645,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,80.0,0,9,877,316,Shortlisted,95.5,10.0,High Fit,Shortlisted
14,100.0,0,18,693,590,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,86.0,0,22,768,624,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,61.2,2,5,265,87,Rejected,0.5,200.0,Low Fit,Rejected
12,90.8,2,19,556,610,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,88.1,2,6,380,191,Rejected,25.5,150.0,Low Fit,Rejected
4,83.2,0,4,363,73,Shortlisted,79.5,42.0,Medium Fit,Shortlisted
1,58.8,0,6,418,112,Rejected,1.5,198.0,Low Fit,Rejected
12,75.9,0,16,786,452,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,71.1,2,12,873,490,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,63.4,1,5,387,113,Rejected,0.0,201.0,,Rejected
9,48.7,0,14,765,436,Shortlisted,97.5,6.0,High Fit,Shortlisted
10,98.6,1,9,499,395,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,78.1,0,9,503,197,Rejected,30.5,140.0,Low Fit,Rejected
8,62.3,0,11,885,343,Rejected,18.0,165.0,Low Fit,Rejected
14,99.5,1,13,659,508,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,87.7,0,16,550,436,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,86.5,0,13,651,383,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,85.2,2,9,595,372,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,77.5,2,5,362,89,Shortlisted,79.5,42.0,Medium Fit,Shortlisted
11,62.0,2,10,722,385,Shortlisted,99.5,2.0,High Fit,Shortlisted
10,78.4,0,12,566,411,Shortlisted,99.5,2.0,High Fit,Shortlisted
9,65.3,0,10,671,349,Shortlisted,98.5,4.0,High Fit,Shortlisted
8,72.9,2,10,699,326,Shortlisted,98.0,5.0,High Fit,Shortlisted
13,73.2,0,20,870,615,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,71.9,0,13,620,370,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,100.0,3,8,764,357,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,61.5,3,9,575,281,Shortlisted,99.0,3.0,High Fit,Shortlisted
5,77.4,2,10,547,207,Shortlisted,88.5,24.0,High Fit,Shortlisted
2,52.0,3,15,416,255,Shortlisted,76.5,48.0,Medium Fit,Shortlisted
3,87.1,2,9,500,248,Shortlisted,97.5,6.0,High Fit,Shortlisted
3,73.7,2,12,542,217,Rejected,67.5,66.0,Medium Fit,Shortlisted
0,36.4,0,8,267,82,Rejected,0.5,200.0,Low Fit,Rejected
2,74.0,3,8,319,208,Shortlisted,52.5,96.0,Low Fit,Shortlisted
2,54.8,2,3,605,84,Rejected,1.5,198.0,Low Fit,Rejected
12,84.9,0,12,746,484,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,63.6,0,12,761,428,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,71.5,1,6,368,17,Rejected,2.0,197.0,Low Fit,Rejected
12,59.0,3,15,752,476,Shortlisted,99.0,3.0,High Fit,Shortlisted
8,65.1,2,12,683,414,Shortlisted,99.5,2.0,High Fit,Shortlisted
10,61.3,0,9,613,495,Shortlisted,95.5,10.0,High Fit,Shortlisted
0,63.2,0,7,408,124,Rejected,0.0,201.0,,Rejected
8,73.6,3,12,663,390,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,58.5,2,9,251,136,Rejected,3.5,194.0,Low Fit,Rejected
15,77.9,0,12,741,517,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,39.0,0,6,385,125,Rejected,0.0,201.0,,Rejected
1,51.6,1,5,558,114,Rejected,0.0,201.0,,Rejected
13,59.5,1,17,536,528,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,43.8,2,17,594,507,Shortlisted,90.5,20.0,High Fit,Shortlisted
6,78.9,0,12,630,383,Shortlisted,97.5,6.0,High Fit,Shortlisted
10,58.9,0,12,735,367,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,83.1,2,5,543,114,Rejected,5.5,190.0,Low Fit,Rejected
2,78.3,1,6,535,146,Rejected,2.5,196.0,Low Fit,Rejected
1,80.3,3,3,607,88,Rejected,13.5,174.0,Low Fit,Rejected
7,54.5,0,11,325,434,Shortlisted,81.5,38.0,High Fit,Shortlisted
8,100.0,1,11,616,288,Shortlisted,99.5,2.0,High Fit,Shortlisted
12,46.2,0,16,690,483,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,41.8,1,2,470,41,Rejected,0.0,201.0,,Rejected
1,72.0,0,7,442,183,Rejected,3.0,195.0,Low Fit,Rejected
9,86.8,0,12,512,273,Shortlisted,99.5,2.0,High Fit,Shortlisted
14,78.4,2,15,887,550,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,61.7,0,10,834,246,Rejected,55.0,91.0,Low Fit,Shortlisted
13,80.3,0,13,742,400,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,69.7,3,8,503,183,Shortlisted,64.0,73.0,Medium Fit,Shortlisted
4,58.5,0,6,364,147,Rejected,6.5,188.0,Low Fit,Rejected
12,100.0,2,12,850,481,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,67.2,0,12,669,355,Shortlisted,99.0,3.0,High Fit,Shortlisted
8,95.5,0,9,596,217,Shortlisted,98.0,5.0,High Fit,Shortlisted
5,73.6,0,3,651,122,Rejected,13.0,175.0,Low Fit,Rejected
9,90.8,0,18,713,591,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,64.6,3,14,588,431,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,84.4,1,21,522,510,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,92.1,2,7,718,327,Shortlisted,99.5,2.0,High Fit,Shortlisted
6,63.3,2,9,567,357,Shortlisted,98.0,5.0,High Fit,Shortlisted
13,91.7,1,10,633,394,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,61.1,2,17,604,502,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,68.4,0,8,597,284,Shortlisted,92.5,16.0,High Fit,Shortlisted
8,94.8,2,7,476,190,Shortlisted,99.0,3.0,High Fit,Shortlisted
4,66.5,2,10,503,207,Shortlisted,79.0,43.0,Medium Fit,Shortlisted
15,83.5,0,14,900,632,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,86.6,0,11,494,233,Rejected,31.0,139.0,Low Fit,Rejected
11,50.2,0,8,736,427,Shortlisted,94.5,12.0,High Fit,Shortlisted
7,68.8,0,11,577,289,Shortlisted,98.0,5.0,High Fit,Shortlisted
9,70.0,1,18,485,520,Shortlisted,98.0,5.0,High Fit,Shortlisted
3,59.0,3,3,557,177,Rejected,10.5,180.0,Low Fit,Rejected
8,94.1,0,11,695,398,Shortlisted,99.5,2.0,High Fit,Shortlisted
6,51.3,1,3,372,109,Rejected,1.0,199.0,Low Fit,Rejected
6,51.5,1,6,411,238,Rejected,26.5,148.0,Low Fit,Rejected
12,44.4,0,11,860,414,Shortlisted,90.0,21.0,High Fit,Shortlisted
14,97.7,1,13,900,449,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,56.6,0,8,489,168,Rejected,2.5,196.0,Low Fit,Rejected
3,54.1,1,5,444,182,Rejected,0.5,200.0,Low Fit,Rejected
6,61.8,1,2,511,115,Rejected,13.5,174.0,Low Fit,Rejected
10,99.1,2,11,560,402,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,100.0,3,12,600,464,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,57.5,0,12,651,440,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,62.3,2,7,461,189,Shortlisted,75.5,50.0,Medium Fit,Shortlisted
11,58.0,1,10,823,343,Rejected,22.0,157.0,Low Fit,Rejected
2,61.9,2,8,386,113,Rejected,10.0,181.0,Low Fit,Rejected
0,51.6,1,5,399,48,Rejected,0.0,201.0,,Rejected
6,47.5,2,13,582,393,Shortlisted,98.0,5.0,High Fit,Shortlisted
5,76.8,2,8,344,168,Rejected,31.0,139.0,Low Fit,Rejected
9,72.5,2,15,900,349,Shortlisted,99.0,3.0,High Fit,Shortlisted
14,100.0,2,15,675,460,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,73.7,2,13,855,307,Shortlisted,92.0,17.0,High Fit,Shortlisted
14,59.8,0,9,606,381,Shortlisted,99.5,2.0,High Fit,Shortlisted
13,96.5,2,18,685,595,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,39.4,0,1,219,0,Rejected,0.0,201.0,,Rejected
12,58.5,1,7,725,476,Shortlisted,97.5,6.0,High Fit,Shortlisted
11,74.7,0,13,554,431,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,63.0,2,8,355,220,Rejected,17.5,166.0,Low Fit,Rejected
1,28.7,1,4,354,100,Rejected,0.0,201.0,,Rejected
7,73.0,2,12,423,396,Shortlisted,97.0,7.0,High Fit,Shortlisted
6,71.9,2,13,362,307,Shortlisted,98.0,5.0,High Fit,Shortlisted
0,55.6,0,8,366,215,Rejected,2.0,197.0,Low Fit,Rejected
1,34.2,0,6,309,158,Rejected,0.0,201.0,,Rejected
1,69.2,3,9,576,204,Rejected,20.5,160.0,Low Fit,Rejected
3,76.5,2,6,391,138,Rejected,21.0,159.0,Low Fit,Rejected
2,41.3,0,4,349,70,Rejected,0.5,200.0,Low Fit,Rejected
0,41.4,0,3,525,40,Rejected,0.0,201.0,,Rejected
11,91.3,0,15,783,520,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,1,10,828,448,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,57.0,0,3,435,146,Rejected,1.0,199.0,Low Fit,Rejected
15,88.3,3,15,668,559,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,88.0,3,25,569,709,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,97.6,2,13,494,317,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,68.7,0,16,660,582,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,50.2,0,3,150,72,Rejected,0.0,201.0,,Rejected
8,69.6,2,8,532,281,Shortlisted,94.5,12.0,High Fit,Shortlisted
6,52.0,2,7,728,256,Shortlisted,86.5,28.0,High Fit,Shortlisted
1,72.3,0,6,461,187,Rejected,1.0,199.0,Low Fit,Rejected
1,67.2,2,10,347,151,Rejected,13.5,174.0,Low Fit,Rejected
4,39.0,2,10,545,326,Rejected,18.5,164.0,Low Fit,Rejected
12,85.1,2,17,808,520,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,90.4,0,6,380,300,Rejected,26.5,148.0,Low Fit,Rejected
3,71.4,2,13,517,424,Shortlisted,97.0,7.0,High Fit,Shortlisted
11,99.1,1,16,472,415,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,70.8,2,15,614,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,90.0,0,13,768,339,Shortlisted,100.0,1.0,High Fit,Shortlisted
12,100.0,0,12,833,510,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,73.9,1,11,790,376,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,55.3,0,7,345,197,Rejected,2.5,196.0,Low Fit,Rejected
3,87.5,3,14,560,335,Shortlisted,98.5,4.0,High Fit,Shortlisted
9,83.6,0,11,621,394,Shortlisted,100.0,1.0,High Fit,Shortlisted
3,85.3,3,10,247,293,Rejected,21.5,158.0,Low Fit,Rejected
1,65.7,0,12,560,140,Shortlisted,71.5,58.0,Medium Fit,Shortlisted
4,64.3,0,7,381,251,Rejected,8.5,184.0,Low Fit,Rejected
14,87.9,2,14,709,518,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,60.2,0,8,578,263,Shortlisted,74.5,52.0,Medium Fit,Shortlisted
4,75.3,2,10,547,236,Rejected,30.5,140.0,Low Fit,Rejected
10,74.8,0,10,882,294,Shortlisted,85.0,31.0,High Fit,Shortlisted
14,93.1,2,19,752,631,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,65.6,0,14,865,459,Shortlisted,99.5,2.0,High Fit,Shortlisted
9,66.5,2,13,571,374,Shortlisted,99.5,2.0,High Fit,Shortlisted
0,66.3,0,5,431,98,Rejected,0.0,201.0,,Rejected
5,77.1,2,8,381,215,Shortlisted,93.0,15.0,High Fit,Shortlisted
10,74.8,2,8,512,251,Shortlisted,99.5,2.0,High Fit,Shortlisted
1,80.2,0,3,422,0,Rejected,0.0,201.0,,Rejected
6,57.2,0,8,433,146,Rejected,3.0,195.0,Low Fit,Rejected
3,73.8,2,5,335,191,Rejected,17.0,167.0,Low Fit,Rejected
14,99.9,3,14,659,394,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,66.3,0,8,606,220,Shortlisted,74.5,52.0,Medium Fit,Shortlisted
4,88.2,2,10,489,201,Shortlisted,95.5,10.0,High Fit,Shortlisted
4,89.9,0,8,422,231,Shortlisted,94.5,12.0,High Fit,Shortlisted
1,42.2,0,8,216,169,Rejected,1.0,199.0,Low Fit,Rejected
4,38.9,3,10,527,222,Shortlisted,46.5,108.0,Low Fit,Rejected
2,57.9,2,14,406,362,Rejected,29.5,142.0,Low Fit,Rejected
3,52.5,2,10,422,237,Rejected,13.0,175.0,Low Fit,Rejected
12,74.9,0,14,732,497,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,86.8,0,3,381,154,Rejected,1.0,199.0,Low Fit,Rejected
3,100.0,2,8,405,231,Shortlisted,98.5,4.0,High Fit,Shortlisted
12,74.8,3,17,666,490,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,80.6,2,7,401,297,Shortlisted,98.5,4.0,High Fit,Shortlisted
7,74.5,0,14,358,428,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,86.7,0,7,667,339,Shortlisted,98.5,4.0,High Fit,Shortlisted
13,62.9,0,17,682,581,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,100.0,2,15,660,473,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,91.0,0,10,560,325,Shortlisted,99.0,3.0,High Fit,Shortlisted
11,72.3,0,6,597,331,Shortlisted,96.0,9.0,High Fit,Shortlisted
2,83.7,2,6,268,175,Shortlisted,31.5,138.0,Low Fit,Rejected
0,39.6,2,8,417,151,Rejected,3.0,195.0,Low Fit,Rejected
0,35.9,2,4,328,10,Rejected,0.5,200.0,Low Fit,Rejected
5,79.0,3,16,482,355,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,68.0,0,8,466,210,Rejected,5.0,191.0,Low Fit,Rejected
3,64.8,2,10,154,222,Rejected,22.0,157.0,Low Fit,Rejected
0,77.9,2,2,509,113,Rejected,2.0,197.0,Low Fit,Rejected
7,69.1,3,14,515,380,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,75.6,0,4,348,0,Rejected,0.5,200.0,Low Fit,Rejected
4,77.3,0,7,244,130,Rejected,4.0,193.0,Low Fit,Rejected
5,99.2,2,2,441,26,Shortlisted,72.5,56.0,Medium Fit,Shortlisted
14,66.4,3,18,860,520,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,56.0,2,9,368,206,Rejected,19.0,163.0,Low Fit,Rejected
6,59.7,2,7,507,265,Shortlisted,89.0,23.0,High Fit,Shortlisted
15,99.2,0,17,669,597,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,96.8,2,7,545,318,Shortlisted,98.0,5.0,High Fit,Shortlisted
15,85.7,2,9,787,457,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,70.2,2,4,423,55,Rejected,0.0,201.0,,Rejected
3,88.9,2,6,515,171,Rejected,23.0,155.0,Low Fit,Rejected
11,79.9,1,9,801,342,Shortlisted,96.5,8.0,High Fit,Shortlisted
12,95.8,2,11,699,413,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,57.8,0,16,900,567,Shortlisted,99.0,3.0,High Fit,Shortlisted
3,94.5,3,6,398,143,Shortlisted,89.5,22.0,High Fit,Shortlisted
4,64.8,2,7,444,144,Shortlisted,80.0,41.0,Medium Fit,Shortlisted
0,100.0,2,7,417,188,Shortlisted,78.5,44.0,Medium Fit,Shortlisted
0,52.2,3,7,510,125,Shortlisted,63.0,75.0,Medium Fit,Shortlisted
6,72.1,1,11,511,218,Shortlisted,93.5,14.0,High Fit,Shortlisted
8,85.9,0,5,626,209,Shortlisted,98.0,5.0,High Fit,Shortlisted
0,23.7,2,7,296,155,Rejected,2.0,197.0,Low Fit,Rejected
15,100.0,0,22,770,652,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,70.6,0,5,541,103,Rejected,0.0,201.0,,Rejected
5,48.8,2,6,477,126,Rejected,6.0,189.0,Low Fit,Rejected
14,94.8,2,22,868,674,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,91.0,0,9,540,373,Shortlisted,100.0,1.0,High Fit,Shortlisted
5,65.5,0,6,526,208,Rejected,7.0,187.0,Low Fit,Rejected
1,46.1,1,2,208,0,Rejected,0.0,201.0,,Rejected
8,76.2,2,10,636,348,Shortlisted,99.5,2.0,High Fit,Shortlisted
3,76.4,0,10,287,203,Rejected,49.5,102.0,Low Fit,Rejected
12,97.6,2,10,699,459,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,73.4,2,7,486,174,Shortlisted,97.0,7.0,High Fit,Shortlisted
5,66.4,1,5,689,180,Shortlisted,75.5,50.0,Medium Fit,Shortlisted
10,75.6,0,6,705,329,Shortlisted,99.0,3.0,High Fit,Shortlisted
12,70.7,2,15,686,596,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,76.6,0,11,724,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,50.5,0,11,431,212,Rejected,10.0,181.0,Low Fit,Rejected
7,64.1,3,7,778,263,Shortlisted,89.5,22.0,High Fit,Shortlisted
6,33.2,0,3,340,87,Rejected,5.0,191.0,Low Fit,Rejected
8,67.4,0,11,585,390,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,2,14,891,529,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,79.8,0,4,605,93,Shortlisted,63.5,74.0,Medium Fit,Shortlisted
0,59.7,1,3,373,3,Rejected,0.0,201.0,,Rejected
1,40.1,0,2,396,51,Rejected,0.0,201.0,,Rejected
11,84.7,3,15,473,392,Shortlisted,100.0,1.0,High Fit,Shortlisted
10,67.7,3,17,749,404,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,100.0,0,12,807,558,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,77.4,2,15,755,501,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,50.1,0,6,628,189,Rejected,0.5,200.0,Low Fit,Rejected
10,95.1,2,13,608,381,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,64.9,0,8,353,282,Rejected,6.5,188.0,Low Fit,Rejected
15,99.1,1,10,647,337,Shortlisted,100.0,1.0,High Fit,Shortlisted
14,72.4,2,16,888,513,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,76.8,0,14,684,360,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,91.1,0,9,651,478,Shortlisted,100.0,1.0,High Fit,Shortlisted
1,24.0,2,7,284,204,Rejected,5.5,190.0,Low Fit,Rejected
15,81.0,2,11,848,434,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,56.0,2,9,180,231,Rejected,4.0,193.0,Low Fit,Rejected
7,79.8,3,9,654,392,Shortlisted,98.5,4.0,High Fit,Shortlisted
14,80.8,0,16,543,481,Shortlisted,100.0,1.0,High Fit,Shortlisted
9,79.9,0,15,596,317,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,75.5,1,13,700,381,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,82.7,0,7,377,154,Shortlisted,53.0,95.0,Low Fit,Shortlisted
3,90.7,1,4,339,152,Rejected,9.0,183.0,Low Fit,Rejected
15,65.0,0,15,900,567,Shortlisted,100.0,1.0,High Fit,Shortlisted
4,61.4,1,7,369,170,Shortlisted,8.0,185.0,Low Fit,Rejected
9,91.8,0,9,619,297,Shortlisted,99.5,2.0,High Fit,Shortlisted
5,57.0,0,7,603,213,Rejected,36.5,128.0,Low Fit,Rejected
11,83.7,0,12,818,447,Shortlisted,100.0,1.0,High Fit,Shortlisted
6,67.6,2,11,253,237,Shortlisted,85.0,31.0,High Fit,Shortlisted
13,68.4,0,11,900,356,Shortlisted,98.0,5.0,High Fit,Shortlisted
12,66.2,0,15,900,566,Shortlisted,100.0,1.0,High Fit,Shortlisted
8,43.9,3,18,559,553,Shortlisted,95.5,10.0,High Fit,Shortlisted
0,63.7,2,5,239,147,Rejected,1.0,199.0,Low Fit,Rejected
3,67.0,0,4,341,0,Rejected,4.0,193.0,Low Fit,Rejected
15,77.0,2,15,900,557,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,79.1,2,17,444,487,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,53.4,1,16,805,502,Shortlisted,97.5,6.0,High Fit,Shortlisted
8,77.0,1,2,501,103,Shortlisted,49.0,103.0,Low Fit,Rejected
4,63.2,2,3,255,164,Shortlisted,16.5,168.0,Low Fit,Rejected
7,83.1,0,9,578,290,Shortlisted,95.0,11.0,High Fit,Shortlisted
11,70.2,1,11,613,433,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,42.7,0,8,249,288,Rejected,0.0,201.0,,Rejected
3,55.5,0,9,432,245,Rejected,5.0,191.0,Low Fit,Rejected
11,100.0,3,13,900,469,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,100.0,0,16,802,454,Shortlisted,100.0,1.0,High Fit,Shortlisted
15,64.9,0,25,717,721,Shortlisted,100.0,1.0,High Fit,Shortlisted
13,100.0,2,17,665,612,Shortlisted,100.0,1.0,High Fit,Shortlisted
11,62.9,0,9,857,338,Rejected,20.0,161.0,Low Fit,Rejected
8,65.9,2,10,574,380,Shortlisted,98.5,4.0,High Fit,Shortlisted
12,84.6,0,14,597,368,Shortlisted,100.0,1.0,High Fit,Shortlisted
0,64.8,0,3,445,88,Rejected,0.0,201.0,,Rejected
0,50.3,2,6,357,157,Rejected,7.5,186.0,Low Fit,Rejected
3,72.7,0,10,532,200,Shortlisted,71.5,58.0,Medium Fit,Shortlisted
13,100.0,0,11,845,321,Shortlisted,100.0,1.0,High Fit,Shortlisted
2,79.9,3,5,166,53,Rejected,6.0,189.0,Low Fit,Rejected
6,55.0,0,11,635,354,Shortlisted,82.5,36.0,High Fit,Shortlisted
10,70.8,0,13,575,397,Shortlisted,99.5,2.0,High Fit,Shortlisted
2,74.6,0,8,334,177,Shortlisted,71.0,59.0,Medium Fit,Shortlisted
0,76.3,1,1,223,0,Rejected,0.0,201.0,,Rejected
11,60.4,0,17,738,525,Shortlisted,99.5,2.0,High Fit,Shortlisted
